date,stiffness,rating,ascent_type,grade,color,climb_name,gym,location,country,attempts
Sun Dec 26 2021 18:18:53 GMT+0000 (GMT),0,,Flash,v3,Black,,Touchstone Pacific Pipe,,,1
Sun Dec 26 2021 20:00:06 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Touchstone Pacific Pipe,,,1
Sun Dec 26 2021 20:04:22 GMT+0000 (GMT),0,,Repeat,v1,Yellow,,Touchstone Pacific Pipe,,,1
Sun Dec 26 2021 20:04:51 GMT+0000 (GMT),0,,Repeat,v2,Pink,,Touchstone Pacific Pipe,,,1
Sun Dec 26 2021 20:15:40 GMT+0000 (GMT),0,,Flash,v2,Green,,Touchstone Pacific Pipe,,,1
Sun Dec 26 2021 20:19:11 GMT+0000 (GMT),0,,Flash,v2,Yellow,,Touchstone Pacific Pipe,,,1
Tue Dec 28 2021 22:27:52 GMT+0000 (GMT),0,,Redpoint,v2,,,Santa Barbara Rock Gym,,,2
Tue Dec 28 2021 22:27:57 GMT+0000 (GMT),0,,Flash,v1,,,Santa Barbara Rock Gym,,,1
Tue Dec 28 2021 22:32:32 GMT+0000 (GMT),0,,Flash,v1,,,Santa Barbara Rock Gym,,,1
Tue Dec 28 2021 22:32:38 GMT+0000 (GMT),0,,Flash,v1,,,Santa Barbara Rock Gym,,,1
Tue Dec 28 2021 22:34:52 GMT+0000 (GMT),0,,Flash,v1,,,Santa Barbara Rock Gym,,,1
Fri Dec 31 2021 19:42:20 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Movement San Francisco,,,1
Fri Dec 31 2021 19:42:20 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Fri Dec 31 2021 19:45:04 GMT+0000 (GMT),0,,Flash,v1,Green,,Movement San Francisco,,,1
Fri Dec 31 2021 20:04:01 GMT+0000 (GMT),0,,Flash,v3,Purple,,Movement San Francisco,,,1
Fri Dec 31 2021 21:06:24 GMT+0000 (GMT),0,,Flash,v2,Black,,Movement San Francisco,,,1
Fri Dec 31 2021 21:20:02 GMT+0000 (GMT),0,,Flash,v2,Yellow,,Movement San Francisco,,,1
Fri Dec 31 2021 21:39:59 GMT+0000 (GMT),0,,Flash,v2,White,,Movement San Francisco,,,1
Fri Dec 31 2021 22:39:54 GMT+0000 (GMT),0,,Redpoint,v3,Orange,,Movement San Francisco,,,4
Fri Dec 31 2021 22:43:54 GMT+0000 (GMT),0,,Flash,v2,Orange,,Movement San Francisco,,,1
Tue Jan 04 2022 02:10:36 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Touchstone Dogpatch Boulders,,,1
Tue Jan 04 2022 02:13:48 GMT+0000 (GMT),0,,Redpoint,v1,Purple,,Touchstone Dogpatch Boulders,,,
Tue Jan 04 2022 02:26:54 GMT+0000 (GMT),0,,Flash,v2,Pink,,Touchstone Dogpatch Boulders,,,1
Tue Jan 04 2022 02:48:33 GMT+0000 (GMT),0,,Flash,v4,Purple,,,,,1
Tue Jan 04 2022 03:43:55 GMT+0000 (GMT),0,,Redpoint,v4,,,,,,4
Tue Jan 04 2022 04:24:26 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,2
Sat Jan 08 2022 02:32:28 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Movement Santa Clara,,,1
Sat Jan 08 2022 02:34:58 GMT+0000 (GMT),0,,Flash,v0,Pink,,Movement Santa Clara,,,1
Sat Jan 08 2022 02:48:12 GMT+0000 (GMT),0,,Flash,v2,Purple,,Movement Santa Clara,,,1
Sat Jan 08 2022 03:04:41 GMT+0000 (GMT),0,,Flash,v2,Blue,,Movement Santa Clara,,,1
Sat Jan 08 2022 03:06:51 GMT+0000 (GMT),0,,Flash,v2,Pink,,Movement Santa Clara,,,1
Sat Jan 08 2022 03:22:03 GMT+0000 (GMT),0,,Flash,v2,Blue,,Movement Santa Clara,,,1
Sat Jan 08 2022 03:55:19 GMT+0000 (GMT),0,,Repeat,v2,Pink,,Movement Santa Clara,,,1
Sat Jan 08 2022 04:02:46 GMT+0000 (GMT),0,,Flash,v2,Green,,Movement Santa Clara,,,1
Sat Jan 08 2022 04:16:22 GMT+0000 (GMT),0,,Flash,v1,Orange,,Movement Santa Clara,,,1
Sat Jan 08 2022 04:19:12 GMT+0000 (GMT),0,,Flash,v1,Purple,,Movement Santa Clara,,,1
Wed Jan 12 2022 02:12:32 GMT+0000 (GMT),0,,Flash,v0,,,Touchstone Dogpatch Boulders,,,1
Wed Jan 12 2022 02:16:32 GMT+0000 (GMT),0,,Flash,v2,Blue,,Touchstone Dogpatch Boulders,,,1
Wed Jan 12 2022 03:24:49 GMT+0000 (GMT),0,,Redpoint,v3,Blue,,Touchstone Dogpatch Boulders,,,2
Fri Jan 14 2022 02:10:13 GMT+0000 (GMT),0,,Redpoint,v0,,,,,,
Fri Jan 14 2022 02:10:13 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Fri Jan 14 2022 02:10:13 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Fri Jan 14 2022 02:10:13 GMT+0000 (GMT),0,,Redpoint,v4,,,,,,
Fri Jan 14 2022 02:10:13 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Fri Jan 14 2022 02:10:13 GMT+0000 (GMT),0,,Redpoint,v4,,,,,,
Fri Jan 14 2022 02:10:13 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Fri Jan 14 2022 02:10:13 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Fri Jan 14 2022 02:10:13 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Sat Jan 15 2022 21:57:52 GMT+0000 (GMT),0,,Flash,v0,Purple,,Touchstone Pacific Pipe,,,1
Sat Jan 15 2022 21:59:30 GMT+0000 (GMT),0,,Flash,v1,Orange,,Touchstone Pacific Pipe,,,1
Sat Jan 15 2022 22:03:17 GMT+0000 (GMT),0,,Flash,v2,Green,,Touchstone Pacific Pipe,,,1
Sat Jan 15 2022 22:49:52 GMT+0000 (GMT),0,,Repeat,v3,Black,,Touchstone Pacific Pipe,,,1
Sat Jan 15 2022 23:19:31 GMT+0000 (GMT),0,,Flash,v1,Orange,,Touchstone Pacific Pipe,,,1
Wed Jan 19 2022 02:06:27 GMT+0000 (GMT),0,,Flash,v0,Black,,,,,1
Wed Jan 19 2022 02:06:27 GMT+0000 (GMT),0,2,Redpoint,v2,,,,,,
Wed Jan 19 2022 02:08:53 GMT+0000 (GMT),0,,Repeat,v2,,,,,,1
Wed Jan 19 2022 02:18:54 GMT+0000 (GMT),0,,Flash,v2,Black,,,,,1
Wed Jan 19 2022 03:22:54 GMT+0000 (GMT),0,,Redpoint,v2,Yellow,,Touchstone Dogpatch Boulders,,,
Wed Jan 19 2022 04:10:22 GMT+0000 (GMT),0,,Repeat,v3,Blue,,,,,1
Wed Jan 19 2022 04:15:48 GMT+0000 (GMT),0,,Flash,v2,White,,Touchstone Dogpatch Boulders,,,1
Tue Jan 25 2022 02:18:36 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,2
Tue Jan 25 2022 02:20:48 GMT+0000 (GMT),0,,Flash,v1,,,,,,1
Tue Feb 01 2022 02:24:45 GMT+0000 (GMT),0,,Redpoint,v1,White,,Movement Santa Clara,,,
Tue Feb 01 2022 03:10:09 GMT+0000 (GMT),0,,Flash,v2,Purple,,Movement Santa Clara,,,1
Tue Feb 01 2022 03:43:50 GMT+0000 (GMT),0,,Redpoint,v3,Blue,,Movement Santa Clara,,,2
Tue Feb 01 2022 03:52:31 GMT+0000 (GMT),0,,Flash,v2,Black,,Movement Santa Clara,,,1
Fri Feb 04 2022 02:24:49 GMT+0000 (GMT),0,,Redpoint,v0,,,,,,
Fri Feb 04 2022 02:24:49 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Fri Feb 04 2022 02:24:49 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Fri Feb 04 2022 02:24:49 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Fri Feb 04 2022 02:24:49 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Fri Feb 04 2022 02:24:49 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Mon Feb 07 2022 22:38:37 GMT+0000 (GMT),0,,Redpoint,v0,,,,,,
Mon Feb 07 2022 22:38:37 GMT+0000 (GMT),0,,Redpoint,v0,,,,,,
Mon Feb 07 2022 22:38:37 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Mon Feb 07 2022 22:38:37 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Mon Feb 07 2022 22:38:37 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Mon Feb 07 2022 22:38:37 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Mon Feb 07 2022 22:38:37 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Mon Feb 07 2022 22:38:37 GMT+0000 (GMT),0,,Redpoint,v4,,,,,,
Mon Feb 07 2022 22:38:37 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Mon Feb 07 2022 22:38:37 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Mon Feb 07 2022 22:38:37 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Thu Feb 10 2022 01:44:50 GMT+0000 (GMT),0,,Redpoint,v0,,,,,,
Thu Feb 10 2022 01:44:50 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Thu Feb 10 2022 01:44:50 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Thu Feb 10 2022 01:44:50 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Thu Feb 10 2022 01:44:50 GMT+0000 (GMT),0,,Redpoint,v4,,,,,,
Thu Feb 10 2022 01:44:50 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Thu Feb 10 2022 01:44:50 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Thu Feb 10 2022 01:44:50 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Fri Feb 11 2022 01:31:56 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Fri Feb 11 2022 01:31:56 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Fri Feb 11 2022 01:31:56 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Fri Feb 11 2022 01:31:56 GMT+0000 (GMT),0,,Redpoint,v4,,,,,,
Sat Feb 12 2022 22:14:14 GMT+0000 (GMT),0,,Redpoint,v0,,,,,,
Sat Feb 12 2022 22:14:14 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Sat Feb 12 2022 22:14:14 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Sat Feb 12 2022 22:14:14 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Sat Feb 12 2022 22:14:14 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Thu Feb 17 2022 01:55:50 GMT+0000 (GMT),0,,Flash,v0,Pink,,Movement Santa Clara,,,1
Thu Feb 17 2022 01:57:29 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Movement Santa Clara,,,1
Thu Feb 17 2022 02:24:29 GMT+0000 (GMT),0,,Flash,v2,Blue,,Movement Santa Clara,,,1
Thu Feb 17 2022 02:41:11 GMT+0000 (GMT),0,,Flash,v2,Purple,,Movement Santa Clara,,,1
Thu Feb 17 2022 03:01:22 GMT+0000 (GMT),0,4,Redpoint,v3,Yellow,,Movement Santa Clara,,,2
Thu Feb 17 2022 03:17:23 GMT+0000 (GMT),0,,Repeat,v3,Yellow,,Movement Santa Clara,,,1
Thu Feb 17 2022 03:36:12 GMT+0000 (GMT),0,,Flash,v2,Pink,,Movement Santa Clara,,,1
Thu Feb 17 2022 04:20:28 GMT+0000 (GMT),0,,Redpoint,v3,Blue,,Movement Santa Clara,,,
Thu Feb 17 2022 04:26:31 GMT+0000 (GMT),0,,Flash,v1,Pink,,Movement Santa Clara,,,1
Thu Feb 17 2022 04:54:29 GMT+0000 (GMT),0,,Flash,v2,Pink,,Movement Santa Clara,,,1
Sat Feb 19 2022 18:52:27 GMT+0000 (GMT),0,,Redpoint,v0,,,,,,
Sat Feb 19 2022 18:52:27 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Sat Feb 19 2022 18:52:27 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Sat Feb 19 2022 18:52:27 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Thu Feb 24 2022 01:09:02 GMT+0000 (GMT),0,,Redpoint,v0,,,,,,
Thu Feb 24 2022 01:09:02 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Thu Feb 24 2022 01:09:02 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Thu Feb 24 2022 01:09:02 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Sun Feb 27 2022 01:08:11 GMT+0000 (GMT),0,,Flash,v1,Blue,,Movement San Francisco,,,1
Sun Feb 27 2022 01:08:14 GMT+0000 (GMT),0,,Flash,v2,Green,,Movement San Francisco,,,1
Sun Feb 27 2022 01:12:27 GMT+0000 (GMT),0,,Flash,v2,Purple,,Movement San Francisco,,,1
Sun Feb 27 2022 01:18:22 GMT+0000 (GMT),0,,Redpoint,v3,Pink,,Movement San Francisco,,,
Sun Feb 27 2022 01:23:30 GMT+0000 (GMT),0,,Flash,v3,Purple,,Movement San Francisco,,,1
Sun Feb 27 2022 01:56:22 GMT+0000 (GMT),0,,Flash,v3,Green,,Movement San Francisco,,,1
Sun Feb 27 2022 03:03:33 GMT+0000 (GMT),0,,Flash,v3,Yellow,,Movement San Francisco,,,1
Tue Mar 01 2022 02:07:03 GMT+0000 (GMT),0,,Redpoint,v0,,,,,,
Tue Mar 01 2022 02:07:03 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Tue Mar 01 2022 02:07:03 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Tue Mar 01 2022 02:07:03 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Tue Mar 01 2022 02:07:03 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Tue Mar 01 2022 02:07:03 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,
Tue Mar 01 2022 02:07:03 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Thu Mar 03 2022 02:12:10 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Touchstone Dogpatch Boulders,,,1
Thu Mar 03 2022 02:12:21 GMT+0000 (GMT),0,,Flash,v1,,,Touchstone Dogpatch Boulders,,,1
Thu Mar 03 2022 02:15:45 GMT+0000 (GMT),0,,Flash,v2,Yellow,,Touchstone Dogpatch Boulders,,,1
Thu Mar 03 2022 03:45:46 GMT+0000 (GMT),0,,Redpoint,v3,White,,Touchstone Dogpatch Boulders,,,
Sat Mar 05 2022 02:14:30 GMT+0000 (GMT),0,,Flash,v0,Blue,,Touchstone Dogpatch Boulders,,,1
Sat Mar 05 2022 02:14:35 GMT+0000 (GMT),0,,Flash,v1,Pink,,Touchstone Dogpatch Boulders,,,1
Sat Mar 05 2022 02:17:24 GMT+0000 (GMT),0,,Flash,v1,Black,,Touchstone Dogpatch Boulders,,,1
Sat Mar 05 2022 02:26:29 GMT+0000 (GMT),0,,Repeat,v2,Yellow,,Touchstone Dogpatch Boulders,,,1
Sat Mar 05 2022 03:27:45 GMT+0000 (GMT),0,,Flash,v3,White,,Touchstone Dogpatch Boulders,,,1
Wed Mar 09 2022 02:15:14 GMT+0000 (GMT),0,,Onsight,v0,Purple,,Touchstone Dogpatch Boulders,,,1
Wed Mar 09 2022 02:18:39 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Touchstone Dogpatch Boulders,,,1
Wed Mar 09 2022 02:22:15 GMT+0000 (GMT),0,,Redpoint,v2,Yellow,,Touchstone Dogpatch Boulders,,,
Wed Mar 09 2022 02:34:02 GMT+0000 (GMT),0,,Repeat,v3,White,,Touchstone Dogpatch Boulders,,,1
Wed Mar 09 2022 04:06:16 GMT+0000 (GMT),0,,Redpoint,v3,Purple,,Touchstone Dogpatch Boulders,,,3
Wed Mar 09 2022 04:27:15 GMT+0000 (GMT),0,,Flash,v2,Orange,,Touchstone Dogpatch Boulders,,,1
Fri Mar 11 2022 01:35:56 GMT+0000 (GMT),0,,Flash,v1,,,Touchstone Dogpatch Boulders,,,1
Fri Mar 11 2022 02:21:43 GMT+0000 (GMT),0,,Repeat,v2,Orange,,Touchstone Dogpatch Boulders,,,1
Fri Mar 11 2022 02:53:05 GMT+0000 (GMT),0,,Flash,v3,Orange,,Touchstone Dogpatch Boulders,,,1
Fri Mar 11 2022 03:13:39 GMT+0000 (GMT),0,,Repeat,v2,,,,,,1
Sat Mar 12 2022 21:47:57 GMT+0000 (GMT),0,,Repeat,v0,Yellow,,Touchstone Dogpatch Boulders,,,1
Sat Mar 12 2022 21:48:15 GMT+0000 (GMT),0,,Repeat,v2,Yellow,,Touchstone Dogpatch Boulders,,,
Sat Mar 12 2022 21:52:35 GMT+0000 (GMT),0,,Repeat,v4,Purple,,,,,2
Sat Mar 12 2022 22:12:26 GMT+0000 (GMT),0,,Repeat,v4,,,,,,1
Sat Mar 12 2022 22:52:35 GMT+0000 (GMT),0,,Repeat,v3,Black,,,,,
Sat Mar 12 2022 23:04:43 GMT+0000 (GMT),0,,Redpoint,v2,White,,Touchstone Dogpatch Boulders,,,
Wed Mar 16 2022 00:29:56 GMT+0000 (GMT),0,,Flash,v3,Green,,Touchstone Dogpatch Boulders,,,1
Wed Mar 16 2022 00:30:02 GMT+0000 (GMT),0,,Flash,v2,Purple,,Touchstone Dogpatch Boulders,,,1
Wed Mar 16 2022 01:50:20 GMT+0000 (GMT),0,,Redpoint,v4,Pink,,Touchstone Dogpatch Boulders,,,3
Wed Mar 16 2022 02:06:44 GMT+0000 (GMT),0,,Repeat,v3,Green,,Touchstone Dogpatch Boulders,,,1
Wed Mar 16 2022 02:29:23 GMT+0000 (GMT),0,,Flash,v1,,,Touchstone Dogpatch Boulders,,,1
Sat Mar 19 2022 23:35:14 GMT+0000 (GMT),0,,Repeat,v1,Pink,,Touchstone Dogpatch Boulders,,,
Sat Mar 19 2022 23:35:20 GMT+0000 (GMT),0,,Repeat,v1,Pink,,Touchstone Dogpatch Boulders,,,
Sat Mar 19 2022 23:35:37 GMT+0000 (GMT),0,,Flash,v0,White,,Touchstone Dogpatch Boulders,,,1
Sat Mar 19 2022 23:51:49 GMT+0000 (GMT),0,,Redpoint,v3,Pink,,Touchstone Dogpatch Boulders,,,
Sat Mar 19 2022 23:54:11 GMT+0000 (GMT),0,,Flash,v1,Orange,,Touchstone Dogpatch Boulders,,,1
Sun Mar 20 2022 00:47:35 GMT+0000 (GMT),0,,Flash,v1,Blue,,Touchstone Dogpatch Boulders,,,1
Sat Mar 26 2022 23:19:39 GMT+0000 (GMT),0,,Redpoint,v0,,,,,,
Sat Mar 26 2022 23:19:39 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Sat Mar 26 2022 23:19:39 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Sat Mar 26 2022 23:19:39 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Sat Mar 26 2022 23:19:39 GMT+0000 (GMT),0,,Redpoint,v3,,,,,,3
Sat Mar 26 2022 23:19:39 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Sat Mar 26 2022 23:19:39 GMT+0000 (GMT),0,,Redpoint,v1,,,,,,
Sat Mar 26 2022 23:19:39 GMT+0000 (GMT),0,,Redpoint,v2,,,,,,
Tue Mar 29 2022 14:43:52 GMT+0000 (GMT),0,,Flash,v0,White,,Touchstone Pacific Pipe,,,1
Tue Mar 29 2022 14:44:06 GMT+0000 (GMT),0,,Redpoint,v2,Black,,Touchstone Pacific Pipe,,,
Tue Mar 29 2022 14:44:30 GMT+0000 (GMT),0,,Onsight,v2,White,,Touchstone Pacific Pipe,,,1
Tue Mar 29 2022 14:52:20 GMT+0000 (GMT),0,,Onsight,v3,Orange,,Touchstone Pacific Pipe,,,1
Tue Mar 29 2022 15:10:35 GMT+0000 (GMT),0,,Onsight,v2,White,,Touchstone Pacific Pipe,,,1
Tue Mar 29 2022 15:58:08 GMT+0000 (GMT),0,,Onsight,v3,Purple,,Touchstone Pacific Pipe,,,1
Tue Mar 29 2022 16:16:11 GMT+0000 (GMT),0,,Repeat,v3,Purple,,Touchstone Pacific Pipe,,,1
Tue Mar 29 2022 16:35:08 GMT+0000 (GMT),0,,Flash,v3,White,,Touchstone Pacific Pipe,,,1
Tue Mar 29 2022 16:43:13 GMT+0000 (GMT),0,,Onsight,v4,Blue,,Touchstone Pacific Pipe,,,1
Tue Mar 29 2022 16:57:45 GMT+0000 (GMT),0,,Onsight,v3,Green,,Touchstone Pacific Pipe,,,1
Tue Mar 29 2022 17:20:50 GMT+0000 (GMT),0,,Onsight,v1,White,,Touchstone Pacific Pipe,,,1
Fri Apr 01 2022 01:01:46 GMT+0000 (GMT),0,,Repeat,v1,Yellow,,Touchstone Dogpatch Boulders,,,1
Fri Apr 01 2022 02:10:29 GMT+0000 (GMT),0,,Flash,v2,Purple,,Touchstone Dogpatch Boulders,,,1
Fri Apr 01 2022 02:33:11 GMT+0000 (GMT),0,,Redpoint,v4,,,Touchstone Dogpatch Boulders,,,3
Tue Apr 05 2022 14:45:17 GMT+0000 (GMT),0,,Flash,v1,Blue,,Touchstone Pacific Pipe,,,1
Tue Apr 05 2022 14:45:48 GMT+0000 (GMT),0,,Flash,v1,Orange,,Touchstone Pacific Pipe,,,1
Tue Apr 05 2022 15:33:26 GMT+0000 (GMT),0,,Repeat,v3,White,,Touchstone Pacific Pipe,,,1
Fri Apr 08 2022 00:05:37 GMT+0000 (GMT),0,,Flash,v1,Orange,,Touchstone Dogpatch Boulders,,,1
Fri Apr 08 2022 00:08:45 GMT+0000 (GMT),0,,Flash,v3,Pink,,Touchstone Dogpatch Boulders,,,1
Sun Apr 10 2022 19:24:39 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Touchstone Pacific Pipe,,,1
Sun Apr 10 2022 20:47:58 GMT+0000 (GMT),0,,Redpoint,v3,Purple,,Touchstone Pacific Pipe,,,3
Sun Apr 10 2022 20:56:27 GMT+0000 (GMT),0,,Redpoint,v3,Pink,,Touchstone Pacific Pipe,,,4
Sun Apr 10 2022 21:52:32 GMT+0000 (GMT),0,,Redpoint,v3,Pink,,Touchstone Pacific Pipe,,,3
Tue Apr 12 2022 23:59:37 GMT+0000 (GMT),0,,Flash,v1,Blue,,Touchstone Dogpatch Boulders,,,1
Wed Apr 13 2022 01:10:29 GMT+0000 (GMT),0,,Flash,v3,Purple,,Touchstone Dogpatch Boulders,,,1
Wed Apr 13 2022 01:34:09 GMT+0000 (GMT),0,,Flash,v4,Blue,,Touchstone Dogpatch Boulders,,,1
Fri Apr 15 2022 01:09:31 GMT+0000 (GMT),0,,Flash,v3,Yellow,,Touchstone Mission Cliffs,,,1
Fri Apr 15 2022 01:09:44 GMT+0000 (GMT),0,,Flash,v0,Red,,Touchstone Mission Cliffs,,,1
